Page Source URL,Name Tag,Post Date,Message,Num. of Replies,Post URL
https://twitter.com/Microsoft/status/1782833201485910070,@Solaawodiya,23h,What of Orca? I was actually expecting a release of that.,0,/Solaawodiya/status/1782858243980591157
https://twitter.com/Microsoft/status/1782833201485910070,@hauntingonetime,22h,"@samsung 20/30GB, when bixby and chatGPT worked together. Most of which was autocorrect data. Then, it wasn't bixby, so i added sn 8GB SEC zip file.",0,/hauntingonetime/status/1782871861090525515
https://twitter.com/Microsoft/status/1782833201485910070,@user_ops,22h,"Interesting that they were not benchmarked against the wizardlm 7b model , would be curious to see how good a wizardlm fine tune of these would be.",0,/user_ops/status/1782875183075803171
https://twitter.com/Microsoft/status/1782833201485910070,@DirectedInc,18h,We're eager to explore the potential of Phi-3 and its impact on AI advancements. Exciting times ahead!,0,/DirectedInc/status/1782938140899950630
https://twitter.com/Microsoft/status/1782833201485910070,@rastadidi,23h,Is it good at function calling ?,0,/rastadidi/status/1782863750716104763
https://twitter.com/Microsoft/status/1782833201485910070,@ZHLiu2,6h,When will the small/medium version be release?,0,/ZHLiu2/status/1783118307169911275
https://twitter.com/Microsoft/status/1782833201485910070,@cw_idv,17h,"hey can i get a free product pls
specifically a laptop",0,/cw_idv/status/1782955572926513205
https://twitter.com/Microsoft/status/1782833201485910070,@Olexxander,23h,Phi 3 @XboxP3 ,0,/Olexxander/status/1782860801398706432
https://twitter.com/Microsoft/status/1782833201485910070,@ChatzyAI,15h,"Great move by microsoft.
Will it be able to compete with Llama3 @Microsoft ?",0,/ChatzyAI/status/1782979272748978556
https://twitter.com/Microsoft/status/1782833201485910070,@ArcadeJuan,22h,,0,/ArcadeJuan/status/1782871543342661799
https://twitter.com/Microsoft/status/1782833201485910070,@Ibepeepin,Apr 23,What’s the most advanced application you she. Come across?,0,/Ibepeepin/status/1782834226561245609
https://twitter.com/Microsoft/status/1782833201485910070,@Petretooo,23h,"That’s really interesting, are there stats about performance compared to other models",0,/Petretooo/status/1782856686862016648
https://twitter.com/Microsoft/status/1782833201485910070,@Ibepeepin,23h,Epic rap battle,0,/Ibepeepin/status/1782858136275017851
https://twitter.com/Microsoft/status/1782833201485910070,@Ibepeepin,23h,Cortana vs copilot,0,/Ibepeepin/status/1782858110240981147
https://twitter.com/Microsoft/status/1782833201485910070,@SmartN3rd,13h,Llama 3 still beats the crap out of this,0,/SmartN3rd/status/1783017381318611318
https://twitter.com/Microsoft/status/1782833201485910070,@Michael_AI_bro,10h,"Someone teach this guy how to make demos, he's the least charismatic AI leader out there.",0,/Michael_AI_bro/status/1783053005493055502
https://twitter.com/Microsoft/status/1782833201485910070,@GoogleAI,22h,"Today on the blog, read all about how automatically repairing non-building code increases productivity and appears to introduce no detectable negative impact on code safety, provided that high quality training data and responsible monitoring are employed →https://goo.gle/4b9Hm0w",20,/GoogleAI/status/1782884133859188835
https://twitter.com/Microsoft/status/1782833201485910070,@demishassabis,7h,"Chess is such a tough and brutal game at the highest level, one mistake and all that hard work is for naught. Incredibly exciting candidates tournament & huge congrats to @DGukesh - it was an honour to partner with you at the London Chess Classic Pro-biz Cup last year! I'll be",12,/demishassabis/status/1783102735614607603
https://twitter.com/Microsoft/status/1782833201485910070,@gdb,17h,"Safety research on robustness to LLM attacks such as prompt injection, by @lilianweng and team:",26,/gdb/status/1782954409183555931
https://twitter.com/Microsoft/status/1782833201485910070,@Ibepeepin,Apr 23,What’s the most advanced application you she. Come across?,0,/Ibepeepin/status/1782834226561245609
https://twitter.com/Microsoft/status/1782833201485910070,@Petretooo,23h,"That’s really interesting, are there stats about performance compared to other models",0,/Petretooo/status/1782856686862016648
https://twitter.com/Microsoft/status/1782833201485910070,@Ibepeepin,23h,Epic rap battle,0,/Ibepeepin/status/1782858136275017851
https://twitter.com/Microsoft/status/1782833201485910070,@Ibepeepin,23h,Cortana vs copilot,0,/Ibepeepin/status/1782858110240981147
https://twitter.com/Microsoft/status/1782833201485910070,@SmartN3rd,13h,Llama 3 still beats the crap out of this,0,/SmartN3rd/status/1783017381318611318
https://twitter.com/Microsoft/status/1782833201485910070,@Michael_AI_bro,10h,"Someone teach this guy how to make demos, he's the least charismatic AI leader out there.",0,/Michael_AI_bro/status/1783053005493055502
