Page Source URL,Name Tag,Post Date,Message,Num. of Replies,Post URL,Extraction Date
https://twitter.com/Microsoft/status/1782854454707941575,@GravesRubi77374,Apr 23,"Finally, an excuse to tell my parents gaming's an educational activity! Move over textbooks, it's time for some Xbox Field Trips!",0,/GravesRubi77374/status/1782855103692579085,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@iluyimbazi,Apr 23,That greatly explains why I am the way I am.,0,/iluyimbazi/status/1782855433427796126,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@Mueez999,Apr 23,"Video games boost problem-solving skills, gamers absorb information quickly and make accurate decisions faster.",0,/Mueez999/status/1782854649558573362,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@Mueez999,Apr 23,"Kids who play video games tend to have better hand-eye coordination, a better memory, and better problem solving skills.",0,/Mueez999/status/1782854648015012051,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@andreaswinsnes,Apr 23,"Bethesda, your gaming company, has turned ESO into a woke and disgusting game, so now I’m having X as my preferred online “game”. Anti-woke IRL now, just to prove that woke propaganda backfires. If I had better online games, I would not have had time for politics.",0,/andreaswinsnes/status/1782876941495702015,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@R3d_p0int,Apr 25,Doesn't promote following rules especially with Microsoft whenever they don't follow their own.,0,/R3d_p0int/status/1783485990385959147,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@KerBob97,Apr 23,"Is it only available in Mexico and UK?

Any ETA on US availability, or how to make available through schools in US?",0,/KerBob97/status/1782890531846013339,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@RantCell,Apr 24,Progressive!,0,/RantCell/status/1783052217043575051,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@lrmquistou,Apr 24,"Microsoft locked me out my 20yo email because someone else tried to log on it. I have filled a automated recovery form from the same computer I used for the last 4 years, which is the only option to get my email back, several times with no luck.",1,/lrmquistou/status/1783073594588721300,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@Ibepeepin,Apr 23,"Also, like how do I be myself and have them understand me lol?? It’s like I’m speaking xbl to them lol",0,/Ibepeepin/status/1782879784214683833,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@kiranjoza,Apr 23,"Looks great!

Is @EducationScot planning to do anything to help schools obtain Game Pass for learners?",0,/kiranjoza/status/1782856591886221760,28/04/2024 12:37:20
https://twitter.com/Microsoft/status/1782854454707941575,@HaileyM59818,Apr 23,Who knew your Xbox could be a training ground for real-life skills? It's like leveling up in the game of life!,0,/HaileyM59818/status/1782855262136598644,28/04/2024 12:37:20
